chemical	alias	source
CIDm25011730	CIDs25011730	DrugBank	DB07254
CIDm25011731	CIDs25011731	DrugBank	DB07255
CIDm24861080	CIDs24861080	DrugBank	DB07256
CIDm11602832	CIDs11602832	DrugBank	DB07257
CIDm10732834	CIDs44129623	DrugBank	DB07258
CIDm02776332	CIDs02776332	DrugBank	DB07259
CIDm44129620	CIDs44129620	DrugBank	DB07260
CIDm00005110	CIDs00445480	DrugBank	DB07261
CIDm09543472	CIDs09543472	DrugBank	DB07262
CIDm09848618	CIDs24808499	DrugBank	DB07263
CIDm15942697	CIDs16115004	DrugBank	DB07264
CIDm09978312	CIDs09978312	DrugBank	DB07265
CIDm24894130	CIDs24894130	DrugBank	DB07266
CIDm10267580	CIDs10267580	DrugBank	DB07267
CIDm16058637	CIDs16058637	DrugBank	DB07268
CIDm23653503	CIDs23653503	DrugBank	DB07269
CIDm06102822	CIDs06102822	DrugBank	DB07270
CIDm10024590	CIDs11592153	DrugBank	DB07271
CIDm06852206	CIDs06852206	DrugBank	DB07272
CIDm06914644	CIDs06914644	DrugBank	DB07273
CIDm11441375	CIDs11441375	DrugBank	DB07274
CIDm05493676	CIDs16001653	DrugBank	DB07275
CIDm09543521	CIDs09543521	DrugBank	DB07276
CIDm10343728	CIDs10343728	DrugBank	DB07277
CIDm09911502	CIDs09911502	DrugBank	DB07278
CIDm09820034	CIDs09820034	DrugBank	DB07279
CIDm11987868	CIDs11987868	DrugBank	DB07280
CIDm10397869	CIDs10397869	DrugBank	DB07281
CIDm10376292	CIDs44129627	DrugBank	DB07282
CIDm10017976	CIDs10017976	DrugBank	DB07283
CIDm11701820	CIDs11701820	DrugBank	DB07284
CIDm16129580	CIDs16129580	DrugBank	DB07285
CIDm09882972	CIDs09882972	DrugBank	DB07286
CIDm16220130	CIDs16220130	DrugBank	DB07287
CIDm09797919	CIDs09797919	DrugBank	DB07288
CIDm17758920	CIDs17758920	DrugBank	DB07289
CIDm04369384	CIDs04369384	DrugBank	DB07290
CIDm00639097	CIDs00639097	DrugBank	DB07291
CIDm00346926	CIDs00346926	DrugBank	DB07292
CIDm22747857	CIDs22747857	DrugBank	DB07293
CIDm00002418	CIDs00445460	DrugBank	DB07294
CIDm00447695	CIDs00447695	DrugBank	DB07295
CIDm54682555	CIDs54682555	DrugBank	DB07296
CIDm17756743	CIDs17756743	DrugBank	DB07297
CIDm05327045	CIDs05327045	DrugBank	DB07298
CIDm06857702	CIDs06857702	DrugBank	DB07299
CIDm44176356	CIDs44176356	DrugBank	DB07300
CIDm00006854	CIDs00006854	DrugBank	DB07301
CIDm00001927	CIDs05312830	DrugBank	DB07302
CIDm11500493	CIDs11500493	DrugBank	DB07303
CIDm00834826	CIDs00834826	DrugBank	DB07304
CIDm00763808	CIDs00763808	DrugBank	DB07305
CIDm24894151	CIDs24894151	DrugBank	DB07306
CIDm24941253	CIDs24941253	DrugBank	DB07307
CIDm14163672	CIDs14163672	DrugBank	DB07308
CIDm01069140	CIDs01069140	DrugBank	DB07309
CIDm16105492	CIDs16105493	DrugBank	DB07310
CIDm11348631	CIDs11348631	DrugBank	DB07311
CIDm06102820	CIDs06102820	DrugBank	DB07312
CIDm06102684	CIDs06102684	DrugBank	DB07313
CIDm16122643	CIDs16122643	DrugBank	DB07314
CIDm10042315	CIDs24883477	DrugBank	DB07315
CIDm24824758	CIDs25263223	DrugBank	DB07316
CIDm44585557	CIDs44585557	DrugBank	DB07317
CIDm24894148	CIDs24941258	DrugBank	DB07318
CIDm13373715	CIDs13373715	DrugBank	DB07319
CIDm09844011	CIDs09844011	DrugBank	DB07320
CIDm06102821	CIDs06102821	DrugBank	DB07321
CIDm06102685	CIDs06102685	DrugBank	DB07322
CIDm06102686	CIDs06102686	DrugBank	DB07323
CIDm24832022	CIDs24832022	DrugBank	DB07324
CIDm17755582	CIDs17755582	DrugBank	DB07325
CIDm23658582	CIDs23658582	DrugBank	DB07326
CIDm00005028	CIDs00446106	DrugBank	DB07327
CIDm11840913	CIDs11840913	DrugBank	DB07328
CIDm00445651	CIDs00445651	DrugBank	DB07329
CIDm09925908	CIDs09925908	DrugBank	DB07330
CIDm00004661	CIDs00004661	DrugBank	DB07331
CIDm00003963	CIDs00449080	DrugBank	DB07332
CIDm04369498	CIDs04369498	DrugBank	DB07333
CIDm04369497	CIDs04369497	DrugBank	DB07334
CIDm24905143	CIDs24905143	DrugBank	DB07335
CIDm05327122	CIDs05327122	DrugBank	DB07336
CIDm00448533	CIDs00448533	DrugBank	DB07337
CIDm00044072	CIDs00044072	DrugBank	DB07338
CIDm00005898	CIDs23270857	DrugBank	DB07339
CIDm00210332	CIDs00210332	DrugBank	DB07340
CIDm46937064	CIDs46937064	DrugBank	DB07341
CIDm20541332	CIDs20541332	DrugBank	DB07342
CIDm00448532	CIDs00448532	DrugBank	DB07343
CIDm00078058	CIDs00078058	DrugBank	DB07344
CIDm24748051	CIDs24748051	DrugBank	DB07345
CIDm24748050	CIDs24748050	DrugBank	DB07346
CIDm00001701	CIDs00001701	DrugBank	DB07347
CIDm00002430	CIDs05287620	DrugBank	DB07348
CIDm00447987	CIDs00447987	DrugBank	DB07349
CIDm10379137	CIDs10379137	DrugBank	DB07350
CIDm04471896	CIDs16741275	DrugBank	DB07351
CIDm05280443	CIDs05280443	DrugBank	DB07352
CIDm04472113	CIDs46937065	DrugBank	DB07353
CIDm05287652	CIDs05287652	DrugBank	DB07354
CIDm14368760	CIDs14368760	DrugBank	DB07355
CIDm11840917	CIDs11840917	DrugBank	DB07356
CIDm00448295	CIDs00448295	DrugBank	DB07357
CIDm09819610	CIDs09819610	DrugBank	DB07358
CIDm10411846	CIDs10411846	DrugBank	DB07359
CIDm24880024	CIDs24880024	DrugBank	DB07360
CIDm24995523	CIDs24995523	DrugBank	DB07361
CIDm15602701	CIDs15602701	DrugBank	DB07362
CIDm00444607	CIDs00444607	DrugBank	DB07363
CIDm05326843	CIDs05326843	DrugBank	DB07364
CIDm00099505	CIDs02724883	DrugBank	DB07365
CIDm00004355	CIDs00444238	DrugBank	DB07366
CIDm10403483	CIDs46937066	DrugBank	DB07367
CIDm00199993	CIDs00199993	DrugBank	DB07368
CIDm17749728	CIDs17749728	DrugBank	DB07369
CIDm44203891	CIDs46937067	DrugBank	DB07370
CIDm00446967	CIDs00446967	DrugBank	DB07371
CIDm00008418	CIDs00008418	DrugBank	DB07372
CIDm00002192	CIDs00013472	DrugBank	DB07373
CIDm00002199	CIDs00253602	DrugBank	DB07374
CIDm00000443	CIDs00440114	DrugBank	DB07375
CIDm00001792	CIDs00001792	DrugBank	DB07376
CIDm00448285	CIDs00448285	DrugBank	DB07377
CIDm00448297	CIDs00448297	DrugBank	DB07378
CIDm06604931	CIDs06914609	DrugBank	DB07379
CIDm00001314	CIDs00124969	DrugBank	DB07380
CIDm00001303	CIDs00445144	DrugBank	DB07381
CIDm42627755	CIDs42627755	DrugBank	DB07382
CIDm00445824	CIDs00445824	DrugBank	DB07383
CIDm04472712	CIDs05287692	DrugBank	DB07384
CIDm00001627	CIDs05287703	DrugBank	DB07385
CIDm00002193	CIDs00006128	DrugBank	DB07386
CIDm04290313	CIDs04290313	DrugBank	DB07387
CIDm11149707	CIDs11149707	DrugBank	DB07388
CIDm10221335	CIDs10221335	DrugBank	DB07389
CIDm04369084	CIDs04369084	DrugBank	DB07390
CIDm06852125	CIDs06852125	DrugBank	DB07391
CIDm00002256	CIDs00002256	DrugBank	DB07392
CIDm11505541	CIDs11505541	DrugBank	DB07393
CIDm00002261	CIDs00444853	DrugBank	DB07394
CIDm16070039	CIDs16070039	DrugBank	DB07395
CIDm12148754	CIDs12148754	DrugBank	DB07396
CIDm25145683	CIDs25174099	DrugBank	DB07397
CIDm00673481	CIDs00673481	DrugBank	DB07398
CIDm00208901	CIDs00208901	DrugBank	DB07399
CIDm00001375	CIDs00444224	DrugBank	DB07400
CIDm00086400	CIDs03034285	DrugBank	DB07401
CIDm05287724	CIDs46937068	DrugBank	DB07402
CIDm09805105	CIDs16741245	DrugBank	DB07403
CIDm16086421	CIDs16086421	DrugBank	DB07404
CIDm09886249	CIDs09886249	DrugBank	DB07405
CIDm16741237	CIDs16741237	DrugBank	DB07406
CIDm00776315	CIDs00776315	DrugBank	DB07407
CIDm00736027	CIDs00736027	DrugBank	DB07408
CIDm16122554	CIDs16122554	DrugBank	DB07409
CIDm16122553	CIDs16122553	DrugBank	DB07410
CIDm00469542	CIDs46937069	DrugBank	DB07411
CIDm00263366	CIDs00263366	DrugBank	DB07412
CIDm12000133	CIDs12000133	DrugBank	DB07413
CIDm44143659	CIDs46937070	DrugBank	DB07414
CIDm42628075	CIDs42628075	DrugBank	DB07415
CIDm00448271	CIDs00448271	DrugBank	DB07416
CIDm03086686	CIDs05329102	DrugBank	DB07417
CIDm00000255	CIDs00000255	DrugBank	DB07418
CIDm24892822	CIDs24892822	DrugBank	DB07419
CIDm00153978	CIDs24748047	DrugBank	DB07420
CIDm46937071	CIDs46937071	DrugBank	DB07421
CIDm10174090	CIDs10174090	DrugBank	DB07422
CIDm09824562	CIDs09824562	DrugBank	DB07423
CIDm10642889	CIDs24748049	DrugBank	DB07424
CIDm09862248	CIDs09862248	DrugBank	DB07425
CIDm16122556	CIDs16122556	DrugBank	DB07426
CIDm44129642	CIDs44129642	DrugBank	DB07427
CIDm46937073	CIDs46937073	DrugBank	DB07428
CIDm01121782	CIDs01121782	DrugBank	DB07429
CIDm44631903	CIDs44631903	DrugBank	DB07430
CIDm45273683	CIDs45273683	DrugBank	DB07431
CIDm11509180	CIDs11509180	DrugBank	DB07432
CIDm00001307	CIDs05287737	DrugBank	DB07433
CIDm44287783	CIDs46937074	DrugBank	DB07434
CIDm00001319	CIDs05287739	DrugBank	DB07435
CIDm00446532	CIDs00446532	DrugBank	DB07436
CIDm00054929	CIDs00054929	DrugBank	DB07437
CIDm00216239	CIDs00216239	DrugBank	DB07438
CIDm05287741	CIDs05287741	DrugBank	DB07439
CIDm00324690	CIDs00324690	DrugBank	DB07440
CIDm00446965	CIDs00446965	DrugBank	DB07441
CIDm00060817	CIDs00060817	DrugBank	DB07442
CIDm54727972	CIDs54727972	DrugBank	DB07443
CIDm06540255	CIDs06540255	DrugBank	DB07444
CIDm05334833	CIDs06248837	DrugBank	DB07445
CIDm25271580	CIDs25271580	DrugBank	DB07446
CIDm00000015	CIDs00011302	DrugBank	DB07447
CIDm11142955	CIDs25138289	DrugBank	DB07448
CIDm46937075	CIDs46937075	DrugBank	DB07449
CIDm00190816	CIDs00447950	DrugBank	DB07450
CIDm00001351	CIDs00445332	DrugBank	DB07451
CIDm24741806	CIDs24741806	DrugBank	DB07452
CIDm00011790	CIDs00011790	DrugBank	DB07453
CIDm05287785	CIDs05287785	DrugBank	DB07454
CIDm16731393	CIDs22489160	DrugBank	DB07455
CIDm00002397	CIDs00448943	DrugBank	DB07456
CIDm00002398	CIDs00002398	DrugBank	DB07457
CIDm00002397	CIDs00448642	DrugBank	DB07458
CIDm02352168	CIDs02352168	DrugBank	DB07459
CIDm09934347	CIDs09934347	DrugBank	DB07460
CIDm00001642	CIDs05287789	DrugBank	DB07461
CIDm06914595	CIDs06914595	DrugBank	DB07462
CIDm11393519	CIDs11393519	DrugBank	DB07463
CIDm03477615	CIDs05287794	DrugBank	DB07464
CIDm11235728	CIDs11235728	DrugBank	DB07465
CIDm00001261	CIDs05287796	DrugBank	DB07466
CIDm00003702	CIDs12598931	DrugBank	DB07467
CIDm24178119	CIDs24178119	DrugBank	DB07468
CIDm24178120	CIDs24178120	DrugBank	DB07469
CIDm24178121	CIDs24178121	DrugBank	DB07470
CIDm10095658	CIDs11957417	DrugBank	DB07471
CIDm00002413	CIDs00444703	DrugBank	DB07472
CIDm00002414	CIDs00444704	DrugBank	DB07473
CIDm16058649	CIDs22021390	DrugBank	DB07474
CIDm00093860	CIDs00387447	DrugBank	DB07475
CIDm00462919	CIDs00462919	DrugBank	DB07476
CIDm00003332	CIDs00003332	DrugBank	DB07477
CIDm00007075	CIDs00007075	DrugBank	DB07478
CIDm03491744	CIDs05287834	DrugBank	DB07479
CIDm00001757	CIDs00001757	DrugBank	DB07480
CIDm25113137	CIDs25113137	DrugBank	DB07481
CIDm03035635	CIDs10198228	DrugBank	DB07482
CIDm09543498	CIDs09543498	DrugBank	DB07483
CIDm44176354	CIDs44176354	DrugBank	DB07484
CIDm00232446	CIDs00232446	DrugBank	DB07485
CIDm11712628	CIDs11712628	DrugBank	DB07486
CIDm05287837	CIDs05287837	DrugBank	DB07487
CIDm00399618	CIDs00399618	DrugBank	DB07488
CIDm00914283	CIDs00914283	DrugBank	DB07489
CIDm00446716	CIDs00446716	DrugBank	DB07490
CIDm18432427	CIDs18432427	DrugBank	DB07491
CIDm10251090	CIDs25113101	DrugBank	DB07492
CIDm05287845	CIDs05287845	DrugBank	DB07493
CIDm00165828	CIDs21124460	DrugBank	DB07494
CIDm05327095	CIDs05327095	DrugBank	DB07495
CIDm00007595	CIDs00007595	DrugBank	DB07496
CIDm11840927	CIDs11840927	DrugBank	DB07497
CIDm02797541	CIDs02797541	DrugBank	DB07498
CIDm24856354	CIDs24856354	DrugBank	DB07499
CIDm05321765	CIDs05321765	DrugBank	DB07500
CIDm00445957	CIDs00445958	DrugBank	DB07501
CIDm10403821	CIDs10403821	DrugBank	DB07502
CIDm05287855	CIDs05287855	DrugBank	DB07503
CIDm00445957	CIDs00445957	DrugBank	DB07504
CIDm25113136	CIDs25113136	DrugBank	DB07505
CIDm00003858	CIDs00444797	DrugBank	DB07506
CIDm25134257	CIDs25134257	DrugBank	DB07507
CIDm00446805	CIDs00446805	DrugBank	DB07508
CIDm46937076	CIDs46937076	DrugBank	DB07509
CIDm17749730	CIDs23636976	DrugBank	DB07510
CIDm25113145	CIDs25113145	DrugBank	DB07511
CIDm16750123	CIDs16750123	DrugBank	DB07512
CIDm11616886	CIDs11616886	DrugBank	DB07513
CIDm24812717	CIDs24812717	DrugBank	DB07514
CIDm46937077	CIDs46937077	DrugBank	DB07515
CIDm13581229	CIDs17749729	DrugBank	DB07516
CIDm00123979	CIDs00123979	DrugBank	DB07517
CIDm00031364	CIDs05496779	DrugBank	DB07518
CIDm11537623	CIDs16040323	DrugBank	DB07519
CIDm11840930	CIDs11840930	DrugBank	DB07520
CIDm46937078	CIDs46937078	DrugBank	DB07521
CIDm09543486	CIDs09543486	DrugBank	DB07522
CIDm00025294	CIDs00025294	DrugBank	DB07523
CIDm24180721	CIDs24180721	DrugBank	DB07524
CIDm24180722	CIDs24180722	DrugBank	DB07525
CIDm11963499	CIDs11963499	DrugBank	DB07526
CIDm09543487	CIDs09543487	DrugBank	DB07527
CIDm24812719	CIDs24812719	DrugBank	DB07528
CIDm10703421	CIDs46937079	DrugBank	DB07529
CIDm10457944	CIDs10457944	DrugBank	DB07530
CIDm03444454	CIDs05828196	DrugBank	DB07531
CIDm22325481	CIDs24860535	DrugBank	DB07532
CIDm23647652	CIDs23647652	DrugBank	DB07533
CIDm02888715	CIDs05729339	DrugBank	DB07534
CIDm11651760	CIDs11651760	DrugBank	DB07535
CIDm11546620	CIDs11546620	DrugBank	DB07536
CIDm24812718	CIDs24812718	DrugBank	DB07537
CIDm23647657	CIDs23647657	DrugBank	DB07538
CIDm03146373	CIDs05951796	DrugBank	DB07539
CIDm23647659	CIDs23647659	DrugBank	DB07540
CIDm46890069	CIDs46890069	DrugBank	DB07541
CIDm03509872	CIDs06323244	DrugBank	DB07542
CIDm00071739	CIDs13023332	DrugBank	DB07543
CIDm06914573	CIDs06914573	DrugBank	DB07544
CIDm09549303	CIDs09549303	DrugBank	DB07545
CIDm16224058	CIDs16224058	DrugBank	DB07546
CIDm09543494	CIDs09543494	DrugBank	DB07547
CIDm00447219	CIDs00447219	DrugBank	DB07548
CIDm00447221	CIDs00447221	DrugBank	DB07549
CIDm00656913	CIDs00656913	DrugBank	DB07550
CIDm00449582	CIDs00449582	DrugBank	DB07551
CIDm00449582	CIDs00449597	DrugBank	DB07552
CIDm09882812	CIDs09882812	DrugBank	DB07553
CIDm00119182	CIDs00119182	DrugBank	DB07554
CIDm46937080	CIDs46937080	DrugBank	DB07555
CIDm00446504	CIDs00446504	DrugBank	DB07556
CIDm00092745	CIDs00092745	DrugBank	DB07557
CIDm00004332	CIDs00443118	DrugBank	DB07558
CIDm54727980	CIDs54727980	DrugBank	DB07559
CIDm03240382	CIDs25134246	DrugBank	DB07560
CIDm54727985	CIDs54727985	DrugBank	DB07561
CIDm00447962	CIDs00447962	DrugBank	DB07562
CIDm46937081	CIDs46937081	DrugBank	DB07563
CIDm23643565	CIDs23643565	DrugBank	DB07564
CIDm00002709	CIDs00656580	DrugBank	DB07565
CIDm00002803	CIDs00002803	DrugBank	DB07566
CIDm04369568	CIDs04369568	DrugBank	DB07567
CIDm16214776	CIDs16214776	DrugBank	DB07568
CIDm04058841	CIDs25134245	DrugBank	DB07569
CIDm04369534	CIDs04369534	DrugBank	DB07570
CIDm06857710	CIDs06857710	DrugBank	DB07571
CIDm03236724	CIDs03236724	DrugBank	DB07572
CIDm00831615	CIDs00831616	DrugBank	DB07573
CIDm05287955	CIDs05287955	DrugBank	DB07574
CIDm00452307	CIDs00452307	DrugBank	DB07575
CIDm00119607	CIDs00119607	DrugBank	DB07576
CIDm00093114	CIDs00093114	DrugBank	DB07577
CIDm00448793	CIDs00448793	DrugBank	DB07578
CIDm04369593	CIDs04369593	DrugBank	DB07579
CIDm04369594	CIDs04369594	DrugBank	DB07580
CIDm04627784	CIDs05287976	DrugBank	DB07581
CIDm05287977	CIDs05287977	DrugBank	DB07582
CIDm05327110	CIDs05327110	DrugBank	DB07583
CIDm24798741	CIDs24798741	DrugBank	DB07584
CIDm24798742	CIDs24798742	DrugBank	DB07585
CIDm05287979	CIDs05287979	DrugBank	DB07586
CIDm11840933	CIDs11840933	DrugBank	DB07587
CIDm11326613	CIDs11326613	DrugBank	DB07588
CIDm11840934	CIDs11840934	DrugBank	DB07589
CIDm46937082	CIDs46937082	DrugBank	DB07590
CIDm02255489	CIDs02255489	DrugBank	DB07591
CIDm10062713	CIDs10062713	DrugBank	DB07592
CIDm10062714	CIDs10062714	DrugBank	DB07593
CIDm05327091	CIDs05327091	DrugBank	DB07594
CIDm05327130	CIDs05327130	DrugBank	DB07595
CIDm11188898	CIDs11188898	DrugBank	DB07596
CIDm06420129	CIDs06420129	DrugBank	DB07597
CIDm05288002	CIDs05288002	DrugBank	DB07598
CIDm05288003	CIDs09600412	DrugBank	DB07599
CIDm00002801	CIDs00002801	DrugBank	DB07600
CIDm24768278	CIDs24836816	DrugBank	DB07601
CIDm46937083	CIDs46937083	DrugBank	DB07602
CIDm24860536	CIDs24860536	DrugBank	DB07603
CIDm25244026	CIDs25244026	DrugBank	DB07604
CIDm09547923	CIDs09547923	DrugBank	DB07605
CIDm05327057	CIDs05327057	DrugBank	DB07606
CIDm00003726	CIDs09543437	DrugBank	DB07607
CIDm24894158	CIDs24894158	DrugBank	DB07608
CIDm11171679	CIDs11171679	DrugBank	DB07609
CIDm00011318	CIDs00011318	DrugBank	DB07610
CIDm00008917	CIDs00008917	DrugBank	DB07611
CIDm05288016	CIDs05288016	DrugBank	DB07612
CIDm24764436	CIDs24764436	DrugBank	DB07613
CIDm02763788	CIDs02763788	DrugBank	DB07614
CIDm00005527	CIDs05282230	DrugBank	DB07615
CIDm00695906	CIDs00695906	DrugBank	DB07616
CIDm11229234	CIDs11229234	DrugBank	DB07617
CIDm05288017	CIDs05288017	DrugBank	DB07618
CIDm16726072	CIDs16726072	DrugBank	DB07619
CIDm02799606	CIDs02799606	DrugBank	DB07620
CIDm11332763	CIDs11332763	DrugBank	DB07621
CIDm05288018	CIDs05288018	DrugBank	DB07622
CIDm00075846	CIDs00075846	DrugBank	DB07623
CIDm11442292	CIDs24856362	DrugBank	DB07624
CIDm23653531	CIDs23653531	DrugBank	DB07625
CIDm23653533	CIDs23653533	DrugBank	DB07626
CIDm06857711	CIDs06857711	DrugBank	DB07627
CIDm00654376	CIDs00654376	DrugBank	DB07628
CIDm23661568	CIDs24752832	DrugBank	DB07629
CIDm23661568	CIDs24752833	DrugBank	DB07630
CIDm00012686	CIDs00012686	DrugBank	DB07631
CIDm00165323	CIDs00165323	DrugBank	DB07632
CIDm46937084	CIDs46937084	DrugBank	DB07633
CIDm00101369	CIDs00101369	DrugBank	DB07634
CIDm00069150	CIDs00069150	DrugBank	DB07635
CIDm05288033	CIDs05288033	DrugBank	DB07636
CIDm00010833	CIDs00067532	DrugBank	DB07637
CIDm11197931	CIDs11197931	DrugBank	DB07638
CIDm46937085	CIDs46937085	DrugBank	DB07639
CIDm00002971	CIDs00002971	DrugBank	DB07640
CIDm03492020	CIDs03492020	DrugBank	DB07641
CIDm23729147	CIDs23729147	DrugBank	DB07642
CIDm24978486	CIDs24978486	DrugBank	DB07643
CIDm11645349	CIDs24778299	DrugBank	DB07644
CIDm00005192	CIDs00005192	DrugBank	DB07645
CIDm04112111	CIDs04112111	DrugBank	DB07646
CIDm04369434	CIDs04369434	DrugBank	DB07647
CIDm04369435	CIDs04369435	DrugBank	DB07648
CIDm10067695	CIDs10067695	DrugBank	DB07649
CIDm00079541	CIDs00079541	DrugBank	DB07650
CIDm09547919	CIDs09547919	DrugBank	DB07651
CIDm04629341	CIDs46937086	DrugBank	DB07652
CIDm00848641	CIDs00848641	DrugBank	DB07653
CIDm04369432	CIDs04369432	DrugBank	DB07654
CIDm04369433	CIDs04369433	DrugBank	DB07655
CIDm09543513	CIDs09543513	DrugBank	DB07656
CIDm00131505	CIDs00131505	DrugBank	DB07657
CIDm04629888	CIDs05288064	DrugBank	DB07658
CIDm04630067	CIDs05288066	DrugBank	DB07659
CIDm04630068	CIDs05288067	DrugBank	DB07660
CIDm00068463	CIDs00068463	DrugBank	DB07661
CIDm00004708	CIDs00004708	DrugBank	DB07662
CIDm03239413	CIDs07013168	DrugBank	DB07663
CIDm05330812	CIDs05330812	DrugBank	DB07664
CIDm09867609	CIDs09867609	DrugBank	DB07665
CIDm16750059	CIDs16750059	DrugBank	DB07666
CIDm05326799	CIDs05326799	DrugBank	DB07667
CIDm00130537	CIDs05288082	DrugBank	DB07668
CIDm00016615	CIDs00016615	DrugBank	DB07669
CIDm00447297	CIDs00447297	DrugBank	DB07670
CIDm04630702	CIDs46937087	DrugBank	DB07671
CIDm45480634	CIDs45480634	DrugBank	DB07672
CIDm00099862	CIDs05288102	DrugBank	DB07673
CIDm00000655	CIDs00000655	DrugBank	DB07674
CIDm00128814	CIDs00447458	DrugBank	DB07675
CIDm06419764	CIDs24894167	DrugBank	DB07676
CIDm10219702	CIDs10219702	DrugBank	DB07677
CIDm00381926	CIDs46937088	DrugBank	DB07678
CIDm10713671	CIDs10713671	DrugBank	DB07679
CIDm11235804	CIDs16122567	DrugBank	DB07680
CIDm00015192	CIDs00015192	DrugBank	DB07681
CIDm00002995	CIDs00002995	DrugBank	DB07682
CIDm24794392	CIDs24794392	DrugBank	DB07683
CIDm04474224	CIDs04474224	DrugBank	DB07684
CIDm23586145	CIDs23586145	DrugBank	DB07685
CIDm23586146	CIDs23586146	DrugBank	DB07686
CIDm23645578	CIDs23645578	DrugBank	DB07687
CIDm11574606	CIDs11574606	DrugBank	DB07688
CIDm25243853	CIDs25243853	DrugBank	DB07689
CIDm00002987	CIDs00222528	DrugBank	DB07690
CIDm24941254	CIDs24941254	DrugBank	DB07691
CIDm25210493	CIDs25210493	DrugBank	DB07692
CIDm25210478	CIDs25210478	DrugBank	DB07693
CIDm05119267	CIDs05119267	DrugBank	DB07694
CIDm25210479	CIDs25210479	DrugBank	DB07695
CIDm46937089	CIDs46937089	DrugBank	DB07696
CIDm00650361	CIDs00650361	DrugBank	DB07697
CIDm06419789	CIDs06419789	DrugBank	DB07698
CIDm00003016	CIDs00003016	DrugBank	DB07699
CIDm09822061	CIDs11987804	DrugBank	DB07700
CIDm00003152	CIDs01150567	DrugBank	DB07701
CIDm00003269	CIDs00256737	DrugBank	DB07702
CIDm00174243	CIDs05282031	DrugBank	DB07703
CIDm05326930	CIDs05326930	DrugBank	DB07704
CIDm00003198	CIDs12773795	DrugBank	DB07705
CIDm00009684	CIDs00247304	DrugBank	DB07706
CIDm11738600	CIDs23728517	DrugBank	DB07707
CIDm11368987	CIDs11368987	DrugBank	DB07708
CIDm00003203	CIDs00064139	DrugBank	DB07709
CIDm00003205	CIDs00444849	DrugBank	DB07710
CIDm00003206	CIDs00149790	DrugBank	DB07711
CIDm11149479	CIDs11149479	DrugBank	DB07712
CIDm06540261	CIDs06540261	DrugBank	DB07713
CIDm10708341	CIDs10708341	DrugBank	DB07714
CIDm00003220	CIDs00003220	DrugBank	DB07715
CIDm45480632	CIDs45480632	DrugBank	DB07716
CIDm16750073	CIDs16750073	DrugBank	DB07717
CIDm00000979	CIDs00000979	DrugBank	DB07718
CIDm05327152	CIDs05327155	DrugBank	DB07719
CIDm00001204	CIDs00854023	DrugBank	DB07720
CIDm11207678	CIDs11207678	DrugBank	DB07721
CIDm04474777	CIDs04474777	DrugBank	DB07722
CIDm00181137	CIDs00181137	DrugBank	DB07723
CIDm11395145	CIDs11395145	DrugBank	DB07724
CIDm00004680	CIDs00004680	DrugBank	DB07725
CIDm00016043	CIDs00016043	DrugBank	DB07726
CIDm00003295	CIDs00003295	DrugBank	DB07727
CIDm11992146	CIDs11992146	DrugBank	DB07728
CIDm06470990	CIDs06470990	DrugBank	DB07729
CIDm10062718	CIDs10062718	DrugBank	DB07730
CIDm09859248	CIDs09859248	DrugBank	DB07731
CIDm11473003	CIDs11473003	DrugBank	DB07732
CIDm06852193	CIDs06852193	DrugBank	DB07733
CIDm25134249	CIDs25134249	DrugBank	DB07734
CIDm25134250	CIDs25134250	DrugBank	DB07735
CIDm25134251	CIDs25134251	DrugBank	DB07736
CIDm25134252	CIDs25134252	DrugBank	DB07737
CIDm25134253	CIDs25134253	DrugBank	DB07738
CIDm11337569	CIDs11485424	DrugBank	DB07739
CIDm10062720	CIDs10062720	DrugBank	DB07740
CIDm46937090	CIDs46937090	DrugBank	DB07741
CIDm00001700	CIDs00001700	DrugBank	DB07742
CIDm02822496	CIDs02822496	DrugBank	DB07743
CIDm11840941	CIDs11840941	DrugBank	DB07744
CIDm16122525	CIDs16122525	DrugBank	DB07745
CIDm23647763	CIDs23647763	DrugBank	DB07746
CIDm09549217	CIDs09549217	DrugBank	DB07747
CIDm16122526	CIDs16122526	DrugBank	DB07748
CIDm00004333	CIDs05288190	DrugBank	DB07749
CIDm00445952	CIDs00445952	DrugBank	DB07750
CIDm00445950	CIDs00445950	DrugBank	DB07751
CIDm00444108	CIDs00444108	DrugBank	DB07752
CIDm05288193	CIDs05288193	DrugBank	DB07753
CIDm24886008	CIDs25113157	DrugBank	DB07754
CIDm00445952	CIDs00445953	DrugBank	DB07755
CIDm00001723	CIDs00001723	DrugBank	DB07756
CIDm09884138	CIDs11987846	DrugBank	DB07757
CIDm00736259	CIDs00736259	DrugBank	DB07758
CIDm00647499	CIDs00647499	DrugBank	DB07759
CIDm25210531	CIDs25210531	DrugBank	DB07760
CIDm00445950	CIDs00445951	DrugBank	DB07761
CIDm00001708	CIDs00001708	DrugBank	DB07762
CIDm09547935	CIDs09547935	DrugBank	DB07763
CIDm00068205	CIDs00068205	DrugBank	DB07764
CIDm23629645	CIDs23629645	DrugBank	DB07765
CIDm06419764	CIDs24880018	DrugBank	DB07766
CIDm00000709	CIDs00445858	DrugBank	DB07767
CIDm00005408	CIDs00010204	DrugBank	DB07768
CIDm05288215	CIDs05288215	DrugBank	DB07769
CIDm09543495	CIDs09543495	DrugBank	DB07770
CIDm00001943	CIDs00445015	DrugBank	DB07771
